,id,lat,long,address,postcode,total port,detail,area,geometry,index_right,OBJECTID,L_HOOD,S_HOOD,S_HOOD_ALT,Shape__Are,Shape__Len,extracted,level,type
138,78073,47.617016,-122.33408,"1920 Terry Avenue, Seattle, WA, 98101",98101,6,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 6}]", Seattle,POINT (-122.33408 47.617016),92,124,Downtown,Denny Triangle,Denny Regrade,5128172.31045532,10574.1779826691,"2, EV Plug (J1772)",2,EVPlug(J1772)
147,81830,47.617429,-122.341037,"2250 7th Avenue, Seattle, WA, 98121",98121,12,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 12}]", Seattle,POINT (-122.341037 47.617429),92,124,Downtown,Denny Triangle,Denny Regrade,5128172.31045532,10574.1779826691,"2, EV Plug (J1772)",2,EVPlug(J1772)
153,82851,47.6156458,-122.3350555,"818 Stewart Street, Seattle, WA, 98101",98101,9,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 5}, {'level': 2, 'name': 'EV Plug (J1772)', 'count': 4}]", Seattle,POINT (-122.3350555 47.6156458),92,124,Downtown,Denny Triangle,Denny Regrade,5128172.31045532,10574.1779826691,"2, EV Plug (J1772), 2, EV Plug (J1772)","2, 2","EVPlug(J1772),EVPlug(J1772)"
160,86421,47.617462,-122.3301695,"1220 Howell Street, Seattle, WA, 98101",98101,3,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 3}]", Seattle,POINT (-122.3301695 47.617462),92,124,Downtown,Denny Triangle,Denny Regrade,5128172.31045532,10574.1779826691,"2, EV Plug (J1772)",2,EVPlug(J1772)
183,99388,47.6183604,-122.3383451,"2210 Westlake Avenue, Seattle, WA, 98121",98121,9,"[{'level': 3, 'name': 'CCS & CHAdeMO', 'count': 9}]", Seattle,POINT (-122.3383451 47.6183604),92,124,Downtown,Denny Triangle,Denny Regrade,5128172.31045532,10574.1779826691,"3, CCS & CHAdeMO",3,CCS&CHAdeMO
189,102813,47.617228,-122.340588,"2205 7th Avenue, Seattle, WA, 98121",98121,8,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 8}]", Seattle,POINT (-122.340588 47.617228),92,124,Downtown,Denny Triangle,Denny Regrade,5128172.31045532,10574.1779826691,"2, EV Plug (J1772)",2,EVPlug(J1772)
202,111231,47.61824,-122.333855,"2014 Fairview Avenue, Seattle, WA, 98121",98121,16,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 16}]", Seattle,POINT (-122.333855 47.61824),92,124,Downtown,Denny Triangle,Denny Regrade,5128172.31045532,10574.1779826691,"2, EV Plug (J1772)",2,EVPlug(J1772)
219,121430,47.61627,-122.33884,"2100 7th Avenue, Seattle, WA, 98119",98119,12,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 12}]", Seattle,POINT (-122.33884 47.61627),92,124,Downtown,Denny Triangle,Denny Regrade,5128172.31045532,10574.1779826691,"2, EV Plug (J1772)",2,EVPlug(J1772)
220,121433,47.616663,-122.340794,"2205 7th Avenue, Seattle, WA, 98121",98121,8,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 8}]", Seattle,POINT (-122.340794 47.616663),92,124,Downtown,Denny Triangle,Denny Regrade,5128172.31045532,10574.1779826691,"2, EV Plug (J1772)",2,EVPlug(J1772)
229,123074,47.615249,-122.3332564,"1800 9th Avenue, Seattle, WA, 98101",98101,2,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.3332564 47.615249),92,124,Downtown,Denny Triangle,Denny Regrade,5128172.31045532,10574.1779826691,"2, EV Plug (J1772)",2,EVPlug(J1772)
13,36322,47.61388,-122.31477,"1300 East MADISON Street, Seattle, WA, 98122",98122,4,"[{'level': 3, 'name': 'CCS & CHAdeMO', 'count': 1}, {'level': 3, 'name': 'CCS & CCS', 'count': 3}]", Seattle,POINT (-122.31477 47.61388),73,100,Capitol Hill,Broadway,Pike/Pine,30239240.5212402,26851.9474418256,"3, CCS & CHAdeMO, 3, CCS & CCS","3, 3","CCS&CHAdeMO,CCS&CCS"
37,39277,47.6239575,-122.3215805,"401 Broadway East, Seattle, WA, 98102",98102,2,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.3215805 47.6239575),73,100,Capitol Hill,Broadway,Pike/Pine,30239240.5212402,26851.9474418256,"2, EV Plug (J1772)",2,EVPlug(J1772)
41,40133,47.6206301,-122.3198568,"215 10th Avenue East, Seattle, WA, 98102",98102,3,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 3}]", Seattle,POINT (-122.3198568 47.6206301),73,100,Capitol Hill,Broadway,Pike/Pine,30239240.5212402,26851.9474418256,"2, EV Plug (J1772)",2,EVPlug(J1772)
57,46790,47.6270468,-122.3149606,"907 14th Avenue East, Seattle, WA, 98112",98112,1,"[{'level': 2, 'name': 'Tesla', 'count': 1}]", Seattle,POINT (-122.3149606 47.6270468),73,100,Capitol Hill,Broadway,Pike/Pine,30239240.5212402,26851.9474418256,"2, Tesla",2,Tesla
98,62185,47.615553,-122.32285,"1609 Harvard Avenue, Seattle, WA, 98122",98122,1,"[{'level': 3, 'name': 'CCS & CHAdeMO', 'count': 1}]", Seattle,POINT (-122.32285 47.615553),73,100,Capitol Hill,Broadway,Pike/Pine,30239240.5212402,26851.9474418256,"3, CCS & CHAdeMO",3,CCS&CHAdeMO
143,79904,47.613651,-122.3183251,"1427 11th Avenue, Seattle, WA, 98122",98122,4,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 4}]", Seattle,POINT (-122.3183251 47.613651),73,100,Capitol Hill,Broadway,Pike/Pine,30239240.5212402,26851.9474418256,"2, EV Plug (J1772)",2,EVPlug(J1772)
186,101095,47.63173,-122.32099,"1245 10th Avenue East, Seattle, WA, 98102",98102,2,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.32099 47.63173),73,100,Capitol Hill,Broadway,Pike/Pine,30239240.5212402,26851.9474418256,"2, EV Plug (J1772)",2,EVPlug(J1772)
190,103288,47.6147668,-122.3226291,"715 East Pine Street, Seattle, WA, 98122",98122,4,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 4}]", Seattle,POINT (-122.3226291 47.6147668),73,100,Capitol Hill,Broadway,Pike/Pine,30239240.5212402,26851.9474418256,"2, EV Plug (J1772)",2,EVPlug(J1772)
254,135151,47.6148399,-122.3241666,"1530 Belmont Avenue, Seattle, WA, 98122",98122,8,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 8}]", Seattle,POINT (-122.3241666 47.6148399),73,100,Capitol Hill,Broadway,Pike/Pine,30239240.5212402,26851.9474418256,"2, EV Plug (J1772)",2,EVPlug(J1772)
14,36351,47.581142,-122.3357333,"2401 Utah Avenue South, Seattle, WA, 98134",98134,2,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.3357333 47.581142),40,67,Greater Duwamish,SODO,,49603167.5905914,38520.9885110863,"2, EV Plug (J1772)",2,EVPlug(J1772)
23,36937,47.589803,-122.332999,"1518 1st Avenue South, Seattle, WA, 98134",98134,4,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 4}]", Seattle,POINT (-122.332999 47.589803),40,67,Greater Duwamish,SODO,,49603167.5905914,38520.9885110863,"2, EV Plug (J1772)",2,EVPlug(J1772)
108,66789,47.5892477,-122.3358112,"1531 Utah Avenue South, Seattle, WA, 98134",98134,6,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 6}]", Seattle,POINT (-122.3358112 47.5892477),40,67,Greater Duwamish,SODO,,49603167.5905914,38520.9885110863,"2, EV Plug (J1772)",2,EVPlug(J1772)
192,105270,47.594042,-122.323977,"1002 Airport Way South, Seattle, WA, 98065",98065,2,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.323977 47.594042),40,67,Greater Duwamish,SODO,,49603167.5905914,38520.9885110863,"2, EV Plug (J1772)",2,EVPlug(J1772)
201,111158,47.59406489817824,-122.3220441114614,"1010 8th Avenue South, Seattle, WA, 98134",98134,2,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.3220441114614 47.59406489817824),40,67,Greater Duwamish,SODO,,49603167.5905914,38520.9885110863,"2, EV Plug (J1772)",2,EVPlug(J1772)
227,122382,47.581595,-122.334777,"1st Avenue South & South Stacy Street, Seattle, WA, 98134",98134,4,"[{'level': 3, 'name': 'CCS & CHAdeMO', 'count': 4}]", Seattle,POINT (-122.334777 47.581595),40,67,Greater Duwamish,SODO,,49603167.5905914,38520.9885110863,"3, CCS & CHAdeMO",3,CCS&CHAdeMO
17,36579,47.699227,-122.334626,"9600 College Way North, Seattle, WA, 98103",98103,1,"[{'level': 3, 'name': 'CCS & CHAdeMO', 'count': 1}]", Seattle,POINT (-122.334626 47.699227),85,115,Northgate,Licton Springs,North College Park,21704706.2611389,20132.8982458333,"3, CCS & CHAdeMO",3,CCS&CHAdeMO
134,75021,47.7018765,-122.3430745,"10006 Aurora Avenue North, Seattle, WA, 98133",98133,2,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.3430745 47.7018765),85,115,Northgate,Licton Springs,North College Park,21704706.2611389,20132.8982458333,"2, EV Plug (J1772)",2,EVPlug(J1772)
19,36791,47.624035,-122.336045,"551 Boren Avenue North, Seattle, WA, 98109",98109,12,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 12}]", Seattle,POINT (-122.336045 47.624035),22,49,Cascade,South Lake Union,,16107105.419342,29323.5462843847,"2, EV Plug (J1772)",2,EVPlug(J1772)
20,36799,47.620214,-122.330658,"221 Yale Avenue North, Seattle, WA, 98109",98109,4,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 4}]", Seattle,POINT (-122.330658 47.620214),22,49,Cascade,South Lake Union,,16107105.419342,29323.5462843847,"2, EV Plug (J1772)",2,EVPlug(J1772)
30,37480,47.626531,-122.329993,"825 Eastlake Avenue East, Seattle, WA, 98109",98109,1,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 1}]", Seattle,POINT (-122.329993 47.626531),22,49,Cascade,South Lake Union,,16107105.419342,29323.5462843847,"2, EV Plug (J1772)",2,EVPlug(J1772)
34,38130,47.634438,-122.324583,"1616 Eastlake Avenue East, Seattle, WA, 98102",98102,2,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.324583 47.634438),22,49,Cascade,South Lake Union,,16107105.419342,29323.5462843847,"2, EV Plug (J1772)",2,EVPlug(J1772)
36,38961,47.62313,-122.331442,"1250-1282 Republican Street, Seattle, WA, 98109",98109,2,"[{'level': 2, 'name': 'EV Plug (J1772)', 'count': 2}]", Seattle,POINT (-122.331442 47.62313),22,49,Cascade,South Lake Union,,16107105.419342,29323.5462843847,"2, EV Plug (J1772)",2,EVPlug(J1772)
